,crimetype,datetime,casenumber,description,policebeat,address,city,state,location_1,:@computed_region_w23w_jfhw
97,PETTY THEFT,2016-09-06 06:30:00,16-912055,THEFT,08X,2300 VALLEY ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.267741, 37.81205]}",1489.0
104,BURG - AUTO,2017-02-21 11:30:00,17-009417,ATTEMPTED BURGLARY-AUTO,33X,8400 B ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.1811, 37.752484]}",1493.0
105,PETTY THEFT,2017-02-21 15:56:00,17-009496,THEFT,27X,1600 HIGH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.213189, 37.773599]}",1188.0
107,MISDEMEANOR ASSAULT,2017-03-02 21:52:00,17-011244,TRESPASSING,34X,2000 83RD AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.171691, 37.758342999999996]}",1493.0
108,RECOVERED O/S STOLEN,2017-02-22 18:53:00,17-009736,VEHICLE THEFT - AUTO,29X,3900 GARDENIA PL,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.171414, 37.777111]}",1482.0
109,BURG - AUTO,2017-03-01 19:00:00,17-011333,BURGLARY-AUTO,26X,6300 COLISEUM WY,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.206736, 37.756471]}",1493.0
112,BURG - AUTO,2017-03-20 10:35:00,17-014539,BURGLARY-AUTO,04X,17TH ST & JEFFERSON ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.273587, 37.807627]}",1489.0
113,OTHER,2017-02-22 17:30:00,17-010077,CRIMINAL CONTEMPT,30Y,2600 73RD AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.175421, 37.766901]}",1482.0
115,PETTY THEFT,2017-03-03 15:30:00,17-012016,THEFT,30X,1600 70TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.187932, 37.761474]}",1493.0
117,OTHER,2017-02-17 13:56:00,17-008837,STALKING-MISD,07X,1200 W GRAND AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.285022, 37.815865]}",1484.0
121,STOLEN VEHICLE,2017-02-19 15:00:00,17-009254,VEHICLE THEFT - AUTO,33X,900 90TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.18278, 37.745788]}",1481.0
124,PETTY THEFT,2017-02-10 01:00:00,17-007802,THEFT,18Y,1900 E 26TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.232554, 37.795179]}",1483.0
125,DUI,2017-02-12 17:11:00,17-007885,DUI ALCOHOL/DRUGS,19X,1400 15TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.245238, 37.788969]}",1483.0
126,VANDALISM,2017-01-28 02:35:00,17-004929,VANDALISM:DAMAGE PROPERTY,30X,1600 70TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.187932, 37.761474]}",1493.0
127,ROBBERY,2017-02-13 13:16:00,17-008015,ROBBERY-FIREARM,30X,1800 79TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.177152, 37.759628]}",1493.0
129,ROBBERY,2017-02-15 23:00:00,17-008520,BATTERY,24X,4000 FOOTHILL BLVD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.215178, 37.777674]}",1188.0
130,MISDEMEANOR ASSAULT,2017-01-21 09:00:00,17-003663,BATTERY,02X,800 UNION ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.28994900000001, 37.8055]}",1484.0
132,FORCIBLE RAPE,2017-01-20 14:00:00,17-003748,RAPE OF DRUGGED VICTIM,17Y,2500 7TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.24234, 37.801435]}",1483.0
133,PETTY THEFT,2019-10-30 07:30:00,19-918187,THEFT,26Y,1300 66TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.194556, 37.761285]}",1493.0
134,OTHER,2017-02-07 17:22:00,17-007001,SC UNEXPLAINED DEATH,03X,900 FRANKLIN ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.271891, 37.800762]}",1484.0
135,PETTY THEFT,2017-01-23 00:00:00,17-004183,THEFT,10Y,900 41ST ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.273729, 37.831558]}",1485.0
137,PROSTITUTION,2017-01-25 08:16:00,17-004355,LOITER:INTENT:PROSTITUTION,19X,1800 E 15TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.241298, 37.787925]}",1483.0
138,MISDEMEANOR ASSAULT,2017-01-15 13:35:00,17-002633,BATTERY,35X,9400 PEACH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.162974, 37.751693]}",1481.0
141,BURG - AUTO,2017-05-10 00:00:00,17-024199,THEFT,26X,700 45TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.218582, 37.767177]}",1188.0
143,PETTY THEFT,2017-05-24 00:00:00,17-027234,THEFT,03Y,400 7TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.272977, 37.799026]}",1484.0
145,PETTY THEFT,2017-05-02 12:42:00,17-024490,THEFT,09X,3800 PIEDMONT AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.255664, 37.823931]}",1488.0
146,PETTY THEFT,2017-05-10 20:30:00,17-024642,PETTY THEFT:$50-,17X,1600 5TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.298701, 37.804884]}",1484.0
147,ARSON,2017-04-25 19:09:00,17-021482,ATTEMPT ARSON,20X,1400 MILLER AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.234878, 37.78274]}",1188.0
148,PETTY THEFT,2017-05-14 00:00:00,17-025762,THEFT,03Y,400 7TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.272977, 37.799026]}",1484.0
149,OTHER,2017-04-26 15:37:00,17-021613,SC DISTURBANCE,12X,4900 SHATTUCK AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.26392, 37.835924]}",1486.0
150,ROBBERY,2017-04-23 20:00:00,17-023349,ROBBERY-FIREARM,33X,9700 C ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.175399, 37.743185]}",1481.0
151,STOLEN VEHICLE,2017-05-05 21:15:00,17-023398,VEHICLE THEFT - AUTO,08X,600 W GRAND AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.271619, 37.812425]}",1489.0
152,MISDEMEANOR ASSAULT,2017-04-25 11:50:00,17-021861,BATTERY,26Y,1300 80TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.183765, 37.755347]}",1493.0
154,ROBBERY,2017-05-20 22:05:00,17-026231,ROBBERY-FIREARM,03X,200 10TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.26697, 37.799236]}",1484.0
155,FELONY ASSAULT,2017-05-01 16:35:00,17-022496,BATTERY,08X,500 27TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.267219, 37.816128]}",1488.0
157,OTHER,2017-04-22 18:00:00,17-020839,BATTERY,27Y,6200 E 16TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.196395, 37.764545]}",1493.0
161,MISDEMEANOR ASSAULT,2017-03-26 13:00:00,17-015688,BATTERY,03X,900 WEBSTER ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.270933, 37.799945]}",1484.0
162,PETTY THEFT,2017-04-19 13:00:00,17-020359,THEFT,19X,600 E 10TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.255822, 37.793013]}",1483.0
163,DUI,2017-04-05 21:47:00,17-017760,DUI ALCOHOL/DRUGS,24X,2200 38TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.212087, 37.782272]}",1188.0
164,STOLEN VEHICLE,2017-04-14 09:00:00,17-019341,VEHICLE THEFT - AUTO,04X,1400 JACKSON ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.265237, 37.801984]}",1489.0
165,OTHER,2017-07-11 10:45:00,17-036119,TRESPASS:OCCUPY PROPERTY W/O CONSENT,21Y,2900 FRUITVALE AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.21905, 37.793042]}",1480.0
166,BURG - AUTO,2017-07-18 18:30:00,17-037624,BURGLARY-AUTO,01X,100 JEFFERSON ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.280313, 37.796908]}",1484.0
167,OTHER,2017-07-19 12:00:00,17-037715,BURGLARY-AUTO,25X,4000 MACARTHUR BLVD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.19766, 37.790482]}",1492.0
170,PETTY THEFT,2017-07-12 17:25:00,17-036427,THEFT,33X,8100 INTERNATIONAL BLVD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.180557, 37.756141]}",1493.0
171,BURG - AUTO,2017-07-20 19:30:00,17-038044,BURGLARY-AUTO,03X,300 13TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.268037, 37.80223]}",1489.0
172,BURG - AUTO,2017-07-14 07:45:00,17-036742,BURGLARY-AUTO,09X,1900 PLEASANT VALLEY AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.24812, 37.830891]}",1488.0
173,PETTY THEFT,2017-07-11 00:00:00,17-036820,THEFT,26Y,1100 62ND AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.202322, 37.760402]}",1493.0
175,PETTY THEFT,2019-08-17 11:15:00,19-914461,THEFT,28X,3400 HIGH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.197109, 37.78614]}",1492.0
176,BURG - AUTO,2017-07-23 02:01:00,17-038424,BURGLARY-AUTO,27Y,5500 HARMON AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.198066, 37.77108]}",1493.0
183,VANDALISM,2017-06-29 06:00:00,17-034410,VANDALISM,27Y,5900 BROMLEY AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.196496, 37.767233]}",1493.0
184,OTHER,2016-07-01 13:00:00,17-031315,ATTEMPTED EXTORTION,19X,700 INTERNATIONAL BLVD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.252182, 37.794281]}",1483.0
185,PETTY THEFT,2017-06-16 00:00:00,17-031418,THEFT,27X,2200 47TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.206181, 37.776643]}",1188.0
186,FORCIBLE RAPE,2017-05-23 12:00:00,17-028175,PIMPING,17Y,1400 E 31ST ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.231413, 37.799276]}",1480.0
188,BURG - AUTO,2017-06-25 22:30:00,17-033330,BURGLARY-AUTO,34X,1900 92ND AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.168095, 37.751334]}",1481.0
189,PETTY THEFT,2017-03-04 22:00:00,17-033413,THEFT,12X,4200 TELEGRAPH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.263995, 37.830858]}",1486.0
193,PETTY THEFT,2007-06-27 00:00:00,17-033839,THEFT,32Y,9900 MACARTHUR BLVD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.157196, 37.747372]}",1482.0
194,VANDALISM,2017-06-03 23:30:00,17-028962,VANDALISM,21X,2000 23RD AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.232019, 37.787593]}",1483.0
195,PETTY THEFT,2017-09-23 12:00:00,17-049140,THEFT,33X,1000 82ND AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.185277, 37.752401]}",1493.0
197,PROSTITUTION,2017-10-12 17:04:00,17-053590,VIOLATION OF PROBATION-MISD,19X,1500 17TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.242366, 37.788558]}",1483.0
200,VANDALISM,2017-09-27 00:00:00,17-050863,VANDALISM,30X,7100 HOLLY ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.184047, 37.763243]}",1493.0
203,OTHER,2017-10-15 18:00:00,17-054048,VIOLATION CUSTODY DECREE,03Y,400 7TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.272977, 37.799026]}",1484.0
204,THREATS,2017-10-15 09:05:00,17-054072,THEFT,12X,5000 TELEGRAPH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.262463, 37.83653]}",1486.0
205,PETTY THEFT,2012-09-12 12:00:00,17-054520,DISTURB THE PEACE,06X,2700 SAN PABLO AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.275574, 37.817896]}",1484.0
206,PETTY THEFT,2017-09-13 15:30:00,17-048181,THEFT,04X,600 21ST ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.271397, 37.810664]}",1489.0
207,THREATS,2017-10-07 13:30:00,17-052641,ASSAULT,21X,2600 25TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.224948, 37.790765]}",1188.0
208,PETTY THEFT,2017-10-07 09:30:00,17-052697,THEFT,10X,3800 SAN PABLO AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.279104, 37.828876]}",1485.0
213,VANDALISM,2017-08-17 11:13:00,17-042994,VANDALISM,08X,400 27TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.265834, 37.815959]}",1486.0
214,VANDALISM,2017-08-27 01:00:00,17-044845,VANDALISM:DEFACE PROPERTY,16Y,1600 EXCELSIOR AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.223323, 37.801846]}",1480.0
215,PETTY THEFT,2017-08-28 11:09:00,17-045045,THEFT,19X,2200 FOOTHILL BLVD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.236303, 37.786235]}",1483.0
217,VANDALISM,2017-08-29 07:00:00,17-045376,VANDALISM,30Y,2200 80TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.171535, 37.761561]}",1482.0
220,HOMICIDE,2017-09-06 02:00:00,17-046782,SC UNEXPLAINED DEATH,24X,2100 42ND AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.210378, 37.777606]}",1188.0
221,BURG - AUTO,2017-08-13 22:00:00,17-042397,BURGLARY-AUTO,77X,9100 CALEWOOD ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.153594, 37.757417]}",1482.0
222,GRAND THEFT,2017-12-17 00:00:00,17-065605,GRAND THEFT,29X,6600 MACARTHUR BLVD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.177957, 37.772591]}",1482.0
226,BURG - AUTO,2017-12-01 18:19:00,17-062680,BURGLARY-AUTO,18Y,1600 E 33RD ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.22749, 37.800107]}",1480.0
228,VANDALISM,2017-12-26 18:00:00,17-067435,VANDALISM,26Y,1300 77TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.18542, 37.756865]}",1493.0
232,WEAPONS,2017-12-05 21:33:00,17-063471,BATTERY,04X,600 14TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.274977, 37.805825]}",1489.0
233,MISDEMEANOR ASSAULT,2017-12-15 02:27:00,17-065094,BATTERY,26Y,900 73RD AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.19417, 37.754711]}",1493.0
238,MISDEMEANOR ASSAULT,2017-12-22 00:07:00,17-066441,BATTERY,21X,2500 INYO AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.22767, 37.791355]}",1188.0
239,BURG - RESIDENTIAL,2017-11-26 20:00:00,17-062044,BURGLARY-NO FORCE,11X,600 62ND ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.265564, 37.848031]}",1486.0
241,GRAND THEFT,2016-10-01 09:00:00,17-059125,THEFT,24X,3500 GALINDO ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.216747, 37.784224]}",1188.0
243,PETTY THEFT,2017-10-27 09:38:00,17-056431,THEFT,01X,JACKSON ST & 2ND ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.270404, 37.793734]}",1484.0
244,DUI,2017-11-04 22:06:00,17-058034,DUI ALCOHOL/DRUGS,34X,1700 AUSEON AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.172845, 37.753865]}",1493.0
245,MISDEMEANOR ASSAULT,2017-10-19 23:00:00,17-054928,BATTERY,24X,4000 LYON AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.207507, 37.78302]}",1188.0
246,PETTY THEFT,2017-10-28 05:00:00,17-056652,THEFT,14X,200 ADAMS ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.257957, 37.813228]}",1487.0
249,PETTY THEFT,2017-10-29 00:00:00,17-058980,THEFT,30X,7400 KRAUSE AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.177712, 37.764159]}",1482.0
255,BURG - AUTO,2017-06-29 03:00:00,17-911126,BURGLARY-AUTO,04X,500 16TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.270459, 37.806119]}",1489.0
257,PETTY THEFT,2017-04-10 13:30:00,17-905872,THEFT,08X,3400 TELEGRAPH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.266173, 37.822749]}",1486.0
258,BURG - AUTO,2017-04-11 18:00:00,17-905938,BURGLARY-AUTO,10X,1100 65TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.285417, 37.848035]}",1485.0
259,PETTY THEFT,2017-06-21 08:37:00,17-909714,THEFT,02X,1300 7TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.291652, 37.804641]}",1484.0
262,BURG - AUTO,2017-06-25 23:25:00,17-909930,BURGLARY-AUTO,01X,200 WEBSTER ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.273739, 37.795442]}",1484.0
263,BURG - AUTO,2017-04-18 18:00:00,17-906300,BURGLARY-AUTO,12Y,6200 FLORIO ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.252284, 37.849398]}",1491.0
269,BURG - AUTO,2017-04-08 22:30:00,17-905730,BURGLARY-AUTO,12Y,6000 HARWOOD AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.252143, 37.848113]}",1491.0
271,GRAND THEFT,2016-12-26 13:00:00,17-900033,GRAND THEFT,22Y,3100 CARLSEN ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.197877, 37.801394]}",1480.0
273,PETTY THEFT,2017-01-27 13:00:00,17-901715,THEFT,22X,3900 OAKMORE RD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.214991, 37.807098]}",1480.0
274,PETTY THEFT,2017-01-04 22:00:00,17-900344,THEFT,03X,1000 JACKSON ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.266902, 37.799343]}",1484.0
275,BURG - AUTO,2017-02-20 18:00:00,17-903228,BURGLARY-AUTO,14X,300 BELLEVUE AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.253365, 37.812612]}",1487.0
278,PETTY THEFT,2017-02-21 21:30:00,17-904578,THEFT,27Y,1900 65TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.191733, 37.764658]}",1493.0
279,BURG - AUTO,2017-02-04 21:00:00,17-902210,BURGLARY-AUTO,08X,100 GRAND AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.265382, 37.811431999999996]}",1489.0
280,VANDALISM,2017-02-26 17:35:00,17-903552,VANDALISM,08X,VALDEZ ST & 24TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.263844, 37.813111]}",1489.0
281,BURG - AUTO,2017-02-27 22:00:00,17-903685,BURGLARY-AUTO,10X,5500 MARSHALL ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.283286, 37.838582]}",1485.0
293,ROBBERY,2018-01-09 21:45:00,18-001582,ROBBERY-FIREARM,17Y,2400 11TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.239626, 37.797943]}",1483.0
298,BURG - AUTO,2017-12-10 17:55:00,17-919508,BURGLARY-AUTO,31X,400 HEGENBERGER RD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.197083, 37.735772]}",1481.0
299,DUI,2018-01-13 02:25:00,18-002175,DUI ALCOHOL/DRUGS,12Y,6500 TELEGRAPH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.260404, 37.851026]}",1486.0
307,VANDALISM,2017-09-12 10:10:00,17-914313,VANDALISM,32Y,2300 106TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.155147, 37.742029]}",1481.0
313,VANDALISM,2017-09-13 19:20:00,17-914533,VANDALISM,12X,400 49TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.258874, 37.835331]}",1486.0
314,PETTY THEFT,2017-10-05 12:35:00,17-915638,THEFT,07X,3200 MAGNOLIA ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.281967, 37.824292]}",1485.0
316,VANDALISM,2017-07-31 17:45:00,17-913158,VANDALISM,09X,4000 HOWE ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.253941, 37.826481]}",1488.0
318,BURG - AUTO,2017-10-06 11:00:00,17-915740,BURGLARY-AUTO,04X,1600 HARRISON ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.266523, 37.804651]}",1489.0
322,PETTY THEFT,2017-07-26 18:00:00,17-912043,THEFT,04X,300 20TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.264712, 37.80816]}",1489.0
323,PETTY THEFT,2017-07-29 10:30:00,17-912115,THEFT,13X,6000 ROMANY RD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.235178, 37.843567]}",1491.0
324,BURG - AUTO,2017-08-25 21:00:00,17-913470,BURGLARY-AUTO,08X,400 26TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.266322, 37.815145]}",1489.0
325,BURG - AUTO,2017-08-02 19:15:00,17-912290,BURGLARY-AUTO,08X,2400 WEBSTER ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.264865, 37.813446]}",1489.0
328,STOLEN VEHICLE,2018-04-05 20:15:00,18-017157,VEHICLE THEFT - AUTO,03X,1000 WEBSTER ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.270503, 37.800633]}",1484.0
332,BURG - AUTO,2018-03-22 23:00:00,18-014726,BURGLARY-AUTO,22Y,2900 GEORGIA ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.207491, 37.797432]}",1480.0
334,VANDALISM,2018-02-19 12:40:00,18-009314,VANDALISM,14X,200 BAY PL,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.261111, 37.8126]}",1487.0
336,OTHER,2018-01-26 10:00:00,18-004691,KIDNAPPING,03X,1300 BROADWAY,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.271636, 37.803663]}",1489.0
339,ROBBERY,2018-02-24 19:58:00,18-009962,ROBBERY-FIREARM,20X,3000 E 9TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.231174, 37.774568]}",1188.0
340,RECOVERED O/S STOLEN,2018-01-29 18:55:00,18-005176,VEHICLE THEFT - AUTO,30X,7000 HOLLY ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.184418, 37.763613]}",1493.0
341,PETTY THEFT,2018-01-26 00:00:00,18-010289,THEFT,03X,600 OAK ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.266309, 37.795564]}",1484.0
342,GRAND THEFT,2018-02-07 18:40:00,18-006948,GRAND THEFT,22Y,4100 REDWOOD RD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.183222, 37.79774]}",1492.0
348,STOLEN VEHICLE,2018-01-20 14:00:00,18-004398,VEHICLE THEFT - AUTO,26Y,1000 76TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.19097, 37.754202]}",1493.0
350,MISDEMEANOR ASSAULT,2018-02-04 21:43:00,18-006345,BATTERY,19X,1200 7TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.253026, 37.793688]}",1483.0
352,OTHER,2018-06-20 09:35:00,18-030724,DISTURB THE PEACE,20X,1500 24TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.233418, 37.783577]}",1188.0
357,FELONY ASSAULT,2018-05-28 01:20:00,18-026614,EXHIBIT FIREARM,26Y,1100 65TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.196429, 37.761547]}",1493.0
358,PETTY THEFT,2018-06-05 16:00:00,18-028312,BURGLARY-AUTO,33X,1000 83RD AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.184688, 37.75152]}",1493.0
361,DISORDERLY CONDUCT,2018-06-07 16:57:00,18-028534,DISTURB THE PEACE,03Y,400 7TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.272977, 37.799026]}",1484.0
362,VANDALISM,2018-06-13 22:52:00,18-029631,"VANDALISM [$400 TO $5,000]",06X,600 SYCAMORE ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.270452, 37.815423]}",1489.0
363,BURG - RESIDENTIAL,2018-04-19 09:45:00,18-020256,BURGLARY-NO FORCE,30Y,2700 79TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.169549, 37.764182]}",1482.0
364,PETTY THEFT,2018-05-22 09:00:00,18-020473,THEFT,17Y,3200 BEAUMONT AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.229169, 37.79963]}",1480.0
365,WEAPONS,2018-05-12 04:50:00,18-023771,EXHIBIT FIREARM,04X,600 WILLIAM ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.27142, 37.809209]}",1489.0
366,MISDEMEANOR ASSAULT,2018-05-13 13:00:00,18-024050,BATTERY,23X,1500 34TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.223038, 37.778287]}",1188.0
367,PETTY THEFT,2018-04-15 01:55:00,18-018803,THEFT,27X,5300 BANCROFT AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.202882, 37.771774]}",1188.0
369,BURG - AUTO,2018-05-12 00:00:00,18-024253,BURGLARY-AUTO,04X,2200 BROADWAY,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.266961, 37.810963]}",1489.0
370,PETTY THEFT,2018-04-15 23:00:00,18-019022,THEFT,02X,1200 8TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.289094, 37.805125]}",1484.0
372,PETTY THEFT,2018-05-05 12:25:00,18-022537,THEFT,03Y,400 7TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.272977, 37.799026]}",1484.0
374,MISDEMEANOR ASSAULT,2018-04-09 08:42:00,18-017687,THEFT,32X,9800 HOLLY ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.169353, 37.744869]}",1481.0
377,MISDEMEANOR ASSAULT,2018-08-08 07:20:00,18-039535,BATTERY,35X,2300 92ND AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.164087, 37.753201]}",1481.0
378,PETTY THEFT,2018-09-01 19:00:00,18-044382,THEFT,34X,1900 85TH AV,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.171702, 37.75626]}",1493.0
379,PETTY THEFT,2018-09-01 23:23:00,18-044421,THEFT,07X,2700 PERALTA ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.286399, 37.820812]}",1484.0
380,PROSTITUTION,2018-07-31 06:28:00,18-038139,LOITER:INTENT:PROSTITUTION,19X,19TH AV & E 15TH ST,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.240264, 37.787307]}",1483.0
384,PETTY THEFT,2018-07-09 02:18:00,18-034027,THEFT BY USE OF ACCESS CARD,31X,200 HEGENBERGER RD,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.199289, 37.731083]}",1493.0
385,PETTY THEFT,2018-07-24 22:00:00,18-037104,THEFT,25Y,LEONA DR & OLD QUARRY LOOP,Oakland,CA,"{'type': 'Point', 'coordinates': [-122.163761, 37.778407]}",1482.0
